user_id,tweet_id,tweet_text,class
user0033,60cfd8ee8884,que le pasa a tu cuerpo cuando no tomas agua |  Carla Diaz TV https://youtu.be/6ROyt9VH4Oo  #agua #tea #té #adelgazar #bebidas  #metabolismo #deshidratacion #hidratacion,control
user0034,3de6bc2832e4,"Un revuelto y un pedazo de tomate aliñado.  Si esque para cuidarse solo hay que quererlo.

#Sevillahoy #Andalucíahoy #MuévetePorSevilla #salud #saludable  #nutriciondeportiva #nutricion",control
user0035,05b0fc75186a,"Tonifica tu cuerpo sin tener que ir al #gimnasio con la metodología #SistemaFitness y tus #BandasDeResistencia 

https://www.youtube.com/watch?v=hWGzeSkk5FU …

 #ejercicioencasa #Wod #workouts",control
user0036,e844a586bb9e,!! le llenan de porqueria la cabeza a las chicas .. que es eso de ser Princesas??? diosss mio TERMINENLA,control
user0037,7cf97a25791a,"Tienes todo para cambiar... que esperas? 

No te rinda la perfeccion no es dificil de alcanzar",anorexia
user0038,11f3e8e99de9,"Vamos!!!!!!! Mi querido @AlbertoGuzmanU1 va genial!!!!! Y lo llega genial, que orgullosa de ti!!!!!!eres un crack, no tires la toalla y para adelante. 5 kilos!!! Yuju!!!!! Este finde va a caer torrija doble por carnavales  @QMContando  #operacionguzman",control
user0039,d804cdcbd426,Se vuelve automático el contar las calorías.,anorexia
user0040,f0029cb232b4,"Hoy #domingo os esperamos desde las 10:00 de la mañana para empezar el día con un buen desayuno.

También podéis reservar mesa para comer o cenar y disfrutar de nuestra carta o del menú fin de semana.
 980 56 99 34

#FelizDomingo #RestauranteAlabros #Zamora  #Yum",control
user0041,6fc679ff6da6,"A todas aquellas personas que ya están de vacaciones, ¿por qué no se animan a hacer está mousse de cacao y avellanas? 

Sirve tanto para desayunos, almuerzos y meriendas y, además de estar deliciosa, es saludable.

Receta completa: https://www.instagram.com/p/BlpwsTjHHA3/?taken-by=inutralia …",control
user0042,44b2ffdbb950,"Yuhuu! A acabo el día y he conseguido comer apenas mas de 200 calorías! :D mañana a tope también.
  estarán orgullosas de mi en 2015",anorexia
user0043,01f9b26b4c3b,"Pronto tendrás la app donde puedes encontrar y disfrutar de excelentes gimnasios en  la  ciudad que te encuentres  para que sigas entrenando. 
.
.
#wearesportigo #Gym #Entrenamiento #GymVip #Deporte #Gimnasios  #Motivacion #Disciplina",control
user0044,2dc5935fbd58,"Es placentero ver estas fotos, pero me resultaría más placer ser la de la foto. #Optimismo",anorexia
user0045,2b50628fc9ed,A&M las necesito mas que nunca #gorda #asquerosa  #PrincesasA&M,anorexia
user0046,d731eba38f6a,Carlos Ríos estará muy orgulloso de @juliaot2018.,control
user0047,90d86231ed6a,"El desayuno de mis compañeros ayer en Xàbia! #vivesaludable #pesas #cuidatusalud  #soysaludable #fácil #saludyvida

#mujeresvalientes #mujeres #mujeremprendedora… https://www.instagram.com/p/BvaKkt4AR8P/?utm_source=ig_twitter_share&igshid=wsvxbjs5osil …",control
user0048,d7c1a67d15ff,10 kilos 8 Dias?  #Ayuda,anorexia
user0049,602a968fadba,Ya me gustó andar presumiendo brazo  no ese brazo! Mi brazo  bueno también el otro  #Instagram #gymtime #gymlife  #food,control
user0050,4dcbc1d686fe,"6) Se ha hablado de comer limpio, TCA, bio, eco, superalimentos, precio... pero solo te quedas con .
Tú atribuyes TODO esto a tu labor en #Realfooding 
Es más, yo en el vídeo destaco la labor pedagógica y la coincidencia en 90% de los casos. No sé a qué viene tu molestia",control
user0051,9a0cd99d6b8c,NO SABER SI COMER Y HACER CARDIO O NO COMER Y SEGUIR ECHADA. #HMMMM #PIENSAQUEPIENSA #PENSATIVA   HASHTAG SOY UNA VAGA DE VERGA,anorexia
user0052,164592dc77bc,Hoy es el día internacional del café. Y desde DOCE Confituras queremos felicitar a tod@s l@s cafeter@s #diainternacionaldelcafe  #saludable #seamosdetallistas http://bit.ly/2y6KmKc,control
user0053,87987a4ecfdc,"Y ahora también quiero vomitar....

 #skinny #problems #sadgirl",anorexia
user0054,5a590076bdf2,"Comida post entreno. Porque la belleza a la hora de comer , también importa  
.
.
.
#posttraining  #elrincondeunachiari #food #comidadeverdad  ing #instafood… https://www.instagram.com/p/BoKK7emBa9m/?utm_source=ig_twitter_share&igshid=847uwxa45rtb …",control
user0055,783dc9416f5c,Solo deseo sentirme aceptada y hermosa  #quieroserdelgada https://tmblr.co/Z21oWe2JMjxvm,anorexia
user0056,6da8210c9293,"Hay que vomitar maximo antes de una hora despues de cada comida, si pasa la hora aunque vomites te engordas  #anatips",anorexia
user0057,75833e125b7a,“To’ el mundo es loco hasta que tiene a otro de frente” #mentepositivavalex2 #fit  addict model #gym #gymboy #gymfit #bodyfitness #bodybuilding #mensphysique #mensphysiquepic #mens #diet,control
user0058,b40095d29b17,Me pregunto qué pasaría con mis amigos  ? Ojalá nos reuniríamos como antes extraño tener un peso aceptable por la sociedad !!,anorexia
user0059,b555b513d670,"No me avergüenza lo que hago, avergonzada deberías estar vos por cargar tanta grasa y creerte hermosa!  #meta #perfección #princesa",anorexia
user0060,864ff8bf7760,"Quise investigar un poco sobre el tema y descubrí que así llaman a la anorexia y bulimia.
Hoy por curiosidad me he metido en instagram con el hashtag  y esto es lo que me he encontrado",anorexia
user0061,ca2c28c29dfa,Felicidad es que la ropa comience a quedarte grande.  #Perfección,anorexia
user0062,e2bc434b941d,"¡Gracias por todo tu valioso amor!

¡ Feliz día del padre!  .                        #bodytonik #velezmalaga #diadelpadre #2019 #axarquia #fit  en Bodytonik FIT https://www.instagram.com/p/BvLoi_qATFx/?utm_source=ig_twitter_share&igshid=ssvuqbe98up2 …",control
user0063,9973700e70fa,El papel de estraza contiene fibra y te puede ayudar a disminuir el apetito al igual que hielo. #consejo,anorexia
user0064,22f5afa49e28,"De los 3 kilos que me propuse bajar para semana santa, ya solo me faltan 7.
#NeverBackDown #Crosspig",control
user0065,32d9d8c4a273,"Quiero estar así.
Y no parare hasta lograrlo.
#thinspo  #delgada",anorexia
user0066,54d286962cb7,Que delicia es esto   #SomosInmunes https://www.instagram.com/p/BiZl-Vuh8GK/?utm_source=twitter …,control
user0067,c3f031c07368,Sólo quiero ser perfecta,anorexia
user0068,88e09cf36566,"Peso actual: 66.7 
Estatura: 1.73
Peso meta: 48.0
 
#RexyBill",anorexia
user0069,da2f3f2dbef1,Haciendo lo q mas me destruye...,anorexia
user0070,457fbde1da8f,Querían verse como las chicas de los anuncios y perdieron el control... testimonios #anorexia #bulimia  http://ow.ly/AYTtg,anorexia
user0071,c804d52427a8,Necesito vomitar todo lo que me comi :(,anorexia
user0072,56af843bb2e2,"Buen inicio de semana! Por aquí un lunes #veggie 

#nutrición #comelimpio #comidasaludable   #heatlhyfood #healthy #perdergrasa https://www.instagram.com/p/Bpzc-SYBHcV/?utm_source=ig_twitter_share&igshid=1q60pz3sfg19d …",control
user0073,b782a27876b9,"Guisado de sepia y gambas, como dicen mis hijos ""la vez que mejor"".
#masendocrino #sepia #comidacasera #comidasana #dietamediterranea #aove #aceitedeoliva #cooking  #cocinaespañola #spainfood #cooking #hungry #topfood #foodporn #foodlove #instafood  +recetas en e…",control
user0074,a9ab63d07363,"#tucontratimismo equipo RedKham listo para competir el día de mañana.
Los esperamos en el Tec de Monterrey campus Morelia para que disfruten este gran evento. 
#crossfit  #gym #desarrollo #fit #cuerpo #motivación #entrenamiento #fitfam #fitfam #g… https://ift.tt/2UNDYBV",control
user0075,7a982277fa63,"Momentos de felicidad

 Tostada con aguacate chafado y salmón ahumado

#desayuno #aguacate #salmon #saludable  #vidasana #viernes",control
user0076,59744af8ba0a,"¿Alguien os ha dicho que no aceptamos pulpo como animal de compañía? ¡Porque mentiría!

#gredos #spain #food #foodie #instafood #vacaciones #autumn #otoño #holidays #disfrutando #foodlover #mountain #naturaleza #nature #octopus #aventura #vacances  #lunchtime",control
user0077,ce0bdb33600e,"Yo digo que ""QUIERO bajar de peso pero no PUEDO"", cuando en realidad es al revés, NO QUIERO BAJAR DE PESO, sino que deseo bajar de peso, si en verdad quisiera, lo haría #ana #mia  #anorexia #bulimia #proana #promia #ed",anorexia
user0078,23d7ff218f4a,"Si quieres hacerlo, muévete. Te apoyo, estoy contigo. #proana  #anorexia #anorektisk es tu cuerpo. Nadie puede decirte qué hacer.",anorexia
user0079,7644a6f2659c,A retomar el buen camino.  #anorexia #bulimia #ortorexia #PRINCESS #rexybill #perfection #thinspo #perfectbody #fat #gordadescarada #ugly #feas,anorexia
user0080,2892c5b65c68,"ostras un día más sin comer pollitos, y vivito y coleando estoy, y por cierto, ellos también. última ración de las berenjenas rellenas de ragout de soja, canónigos y rúcula, zanahorias y restos de apio que circulaban por casa
#menjarsaludable  #veggie",control
user0081,c8a1f709a092,que ser una gorda asquerosa que nadie va a querer o una princesa flaca #thinspo #proana #thinspiration  #thin,anorexia
user0082,d20c5972444c,En boca cerrada no entran kilos,anorexia
user0083,e6a7b2991081,Quien lo llamo  o un estilo d vida fueron los haters/wannas?Esto es un infierno q quisiera arrancarlo d mi,anorexia
user0084,ac5e194bff0a,"Siempre que me duele el estómago recuerdo la frases de carta de Ana: quejarse del dolor es como quejarse de mi amistad.
#RexyBill",anorexia
user0085,5ed02ddc7c50,"Acabo de volver de la psicóloga y mí mamá me quería comprar un helado, y no sabía cómo decirle que no quiero comer más, así que se lo acepte, y me quiero matar #ana #mia #anorexia #bulimia  #proana #promia #ed #tca",anorexia
user0086,a25009c7112a,Las buenas princesas vomitamos después de comer.,anorexia
user0087,a089aafa7a84,"Tomo agua y tomo agua, pero no me lleno... Casi 2lts voy y tengo hambre #ana #mia  #anorexia #proana #promia",anorexia
user0088,a5852acecd28,secretos : no quieres tener pareja xq sientes q nunca vas a ser lo suficientemente bonita para q alguien te quiera de verdad,anorexia
user0089,ec457687706a,"Las nueces destacan por la gran cantidad de nutrientes y beneficios que tienen para nuestra salud y hoy lo explicamos todo detalladamente 
 #nutricion ing #FelizMiércoles #nueces #healthy #frutossecos  #saludable",control
user0090,c0abfc272b77,La única manera de que se me noten los huesos... Es que me hagas una radiografía #ana #mia  #anorexia #proana #promia,anorexia
user0091,2e71881f391a,"Somos lo que comemos!!! O eso dicen, pues ea, yo quiero mi culito como el melocotón, la misma forma!!   #tienemejorpintadeloqueesta #estaacidocomolamadrequelopario #perotengounhambrequedacalambre",control
user0092,fcb1ff9a6c7f,"#Retodelapluma  
Princesas a ver si se animan",anorexia
user0093,a2281c8c3655,"Ayer conseguí lo impensable.
Hace 2 años comencé la aventura de comer sano, pero no lo q dicen nutricionistas, sino q #Lowcarb. 
Sola en esto, cometí errores, pero gracias al apoyo del #LowCarbChile llegué a mi talla 40.
No es magia!! Es  y con exámenes perfectos!",control
user0094,0fd3790298e6,"Vale madres, compraron carnitas. Voy a vomitar #princesa",anorexia
user0095,05379e5a4e98,El tamaño de mi frío no se compara con el tamaño de mis piernas #thinspo  #thinspiration,anorexia
user0096,6aa3c2de2c4b,Estereotipos de belleza a través del tiempo http://wp.me/p46CQO-qZ  #trastornosalimenticios #anorexia #bulimia,control
user0097,487c75cef2b0,ana y  mia   nuestras  mejores   amiga,anorexia
user0098,901a4260c0d0,"las dietas son una bobada!!

https://youtu.be/-u32H6Vb0co",control
user0099,6b8344b86934,"Nunca llames a una chica gorda porque ella puede intentar cambiar
Vomitando dejando de comer ,hacer ejercicios compulsivo ,laxantes",anorexia
user0100,fc3905248ead,desayune dos donas y tengo altas ganas de vomitar bueno creo que no me queda otra opcion que mandarme los dedos,anorexia
user0101,be4196623198,"Mi vida va a depender de ayunar y vomitar todo lo que tenga por obligación tenga que comer.

#analimia
#miaforever",anorexia
user0102,75072bb97267,"Oigan, tengo hambre ¿Algún tip para la ansiedad y el hambre?  Tips #YisusAutsilio #TuitSerio #PreguntaSeria",control
user0103,0217e2942a66,"Que mejor para un martes de #Entroido que un buen cocido
.
Y además de que nos han invitado, nos han dado un par de tuppers que nos van a solucionar un par de cenas de la semana
.
.
.
.
.
.
#entroido #cocido   #dietetian  #nutricionista  er #foodporn",control
user0104,b1838a5022c2,"""No sabéis lo que daría por poder mirarme al espejo y no sentir asco,por no sentirme culpable cada vez que como"" #Anorexia #Bulimia",anorexia
user0105,4.91836E+11,"Parece que se aproximan mayores tasas de obesidad, con los problemas asociados que ello conlleva, porque no enseñamos a los niños a comer .
Es una triste noticia social para nuestra futura salud social. https://www.facebook.com/1517942885113795/posts/2087549244819820/ …",control
user0106,0d60a81ddab8,"asimismo, https://www.youtube.com/watch?v=paaI0y9A21A … es una enfermedad bastante difícil... nadie la entiende hasta que no la vive dentro de si o cuando tienes un familiar o ser querido con esta ""enfermedad mental"" .",anorexia
user0107,55bf1812016a,"No entiendo, voy a comer filete de pollo con ensalada y papa amarilla. Es domingo de pizza, pero estoy en mi etapa",anorexia
user0108,75b7a40b2ca0,"mi novio esta más delgado que yo, necesito adelgazar
 #proana #promia #anorexia #anorexiaeetclub #eatingdisorder #tca  #bulimia #bulimicgirl #bulimianervosa",anorexia
user0109,675645fb9d8e,"@Anorexia_ED jamás uno de saldrá , si lo haces sos una fuck enferma,pero si recuperas peso , te dicen gorda . decindase",anorexia
user0110,ab49b1c869b0,"Peso de Junio: 39 kg.
Peso de Julio: 33 kg.
Peso actual   : 30'5 kg.

Meta...20 kg 

#Fat  #Princess #Don'teat #Cortes #Sangre",anorexia
user0111,52b574b64ed1,@vanessarongel3 yo tengo la solución #dejadecomer,anorexia
user0112,29ade1522dd1,3 DÍAS SIN COMER ULTRAPROCESADOS  ROASTING VEGGIES: http://youtu.be/9IGuIkuvDn0?a  vía @YouTube,control
user0113,069f9be9241d,"Hoy varios grupos de estudiantes han asistido en nuestro mercado a los talleres “a la compra y con salud”, impartidos por la Sociedad Española de Dietética y Ciencias de la Alimentación. #mercadodelapaz #mercadosdemadrid #alimentacionsaludable #comprasaludable  #comesano",control
user0114,9c34252f29a0,No por hacer más ruido entrenas mejor. Usa tu #silencio y tu atención plena para mejorar los resultados de tu #entrenamiento... #respeta el trabajo de los demás!  #AnytimeFitness  #FelizViernes #FelizFinde #GymAttitude  #Fit #gym #workout #mindfulness #sport,control
user0115,885428112b02,"Recuerdo cuando sufría de EDs, era un palito, suerte que conocí a Demi Lovato y me ayudó a salir adelante :) #staystrong  #anorexic",anorexia
user0116,c2e6aea58331,"mañana me voy a pesar después de todas las navidades y creo que voy a estar diez días sin comer xd
  #bulimia #bulimianervosa #bulimic #bulimicgirl #anorexia #anorexiaeetclub #anorexiarecovery #anorexic #proana #promia #gorda #fat #tca #eatingdisorder",anorexia
user0117,523bc9711a9f,"Ya sabes que vas a comer este sabado con tus amigos? olvidate hace tu pedido en @ebisushiargentina y disfruta, #sushi #sushi #sushiargentina #sushitime #sushiroll #sushiman #sushimania #sushitime #comidasana #comida #comidasaludable  #comidafitness #comidajaponesa",control
user0118,db625ee7a4f6,Cumplír un objetivo a veces duele,anorexia
user0119,58d8b995f371,En menos de un mes me voy de vacaciones a la playa. Odio no poder verme así... Algun día.,anorexia
user0120,e6a01d8922b7,". Testimonio: ""Dejé de ser una persona para convertirme en una esclava de la #bulimia"" http://ow.ly/RwUFs",anorexia
user0121,12ad9df4a28b,"Hay tantos yogures como tipos de personas, y con nuestra yogurtera podrás preparar el tipo de yogur que más encaja contigo.
#yogur #comidasana  #food #healthyfood",control
user0122,dd1e90359a61,"Comenzamos este fin de semana de Carnaval!!!
El color inunda nuestras calles! Déjate contagiar!!!
#CaféÁgora #leonesp #burguer  #slowfood #healthy #menu #gourmet #copas #cafe #carnaval",control
user0123,360fe88a427d,#Thinspo de noche de lunes.,anorexia
user0124,9a8cbc32f56b,Hoy para comer.... #SopaDeMiso estilo by Soco  #RealFooders #Cooking #VeganCousin,control
user0125,b58afdd13d59,Me vas a invitar a  ?,control
user0126,0e58db8af5f3,"Entrenamiento de puente lleno de energía positiva y buen jiujitsu.
.
.
#jiujitsu #hunosjiujitsu #mma #jiujitsumexico #jiujitsugdl #hunosstyle #bjj #ufc #sport #martialarts … https://www.instagram.com/p/BvKsH9DgMr-/?utm_source=ig_twitter_share&igshid=1to22q9ku609l …",control
user0127,24603cb68216,...No os quiero enamorar pero voy a comer cocido ...#cocidomadrileño,control
user0128,5f7625c6096b,Nuevo día. Mismos sufrimientos.  #gorda #MeDoyAsco,anorexia
user0129,b52142868f25,Si no existiera la dominación el canon de belleza no sería #thinspo o  pero socialmente las delgadas son las bellas.,anorexia
user0130,79d1ab62d6ab,"Qué bueno tiene que estar!! #Sobrasada #vegana. #veganfood 

https://elmundodemamanatura.blogspot.com/2019/01/sobrasada-vegana.html?m=1 …",control
user0131,a98713460c15,Alimentación | Conoce la solanina y las xantinas de las fabas  .,control
user0132,b6981303d45f,"Quien no ha pasado por eso, no sabe lo que es odiar cada gramos de tu cuerpo y cada celula de tu piel..",anorexia
user0133,daebe2c283a3,@smrlopez @ioroleiju estas un poco traumadito con el peso,anorexia
user0134,ac60c123112c,"""Me sentía obligada a colgar fotos en las que aparecía delgada y tener muchos Likes""

#anorexia  http://ow.ly/WAxhA",anorexia
user0135,218b455c36d8,"Lo sabía :'v 
42, ahí voy !  #TabladePeso",anorexia
user0136,5fb56a4437b6,"Cena Año Nuevo: 3 carnes, vacuno lomo, vacuno sobrecostilla, cerdo

Acompaña ensalada surtida con mayonesa hecha con aceite pepita de uva

@MetodoGrez #keto #lchf #lowcarb",control
user0137,7fc67cc9204e,"Detrás de cada plato, bocado y mordisco se esconden discursos de no puedo, me siento sucia http://ow.ly/1xzo304cfYa  #anorexia #TCA",anorexia
user0138,774910b9d0ce,"Levántate cada mañana con un sueño que cumplir,
Y acuéstate cada noche con una historia que contar 
.
.
.
.
#emprendedora #motivacionfitness #motivacion #nutricionista #nutricion  #perdidadegrasa #woman #mujer #instagood https://ift.tt/2udZFiW",control
user0139,d5e6c9937e52,"Doble satisfacción, buen gusto y la confianza de saber que lo que comes, es sano.

Brownie de manzana y pasas.

 #healthylifestyle #healthypleasure #healthyfood #healthybreakfast… https://www.instagram.com/p/Bp1SDMxBwh0/?utm_source=ig_twitter_share&igshid=1jy208et22uo3 …",control
user0140,94a02b65fe65,"Al mal tiempo un buen yogurt 

#eatclean #yogurth #yogurt #frutas #perdergrasa #comerlimpio #saludable #heatlhyfood #healthy   https://www.instagram.com/p/BqfvYPfBEyW/?utm_source=ig_twitter_share&igshid=gsyun0pyhiau …",control
user0141,24097a929a9f,"Quiso ser viral...  Y lo logro 
#chica  #bread",control
user0142,0a071f8eabab,"Tengo unas deliciosas lentejas con verduras la mar de #healthy y #delicious haciendo chup chup al fuego. He puesto la receta (haciendo el monger lo justo y preciso) en mi stories en IG. ¿Entrará mi receta en los cánones del  este tan famoso? 
https://instagram.com/aventuraembarazo …",control
user0143,a07c12d705dd,Ver la en la mierda que se a convertido la comunidad  me dan ganas de llorar... por eso nadie nos toma enserio...,anorexia
user0144,6e02ecda9665,Acabamos un bonito día de trabajo con una agradable sesión con la gran @rosacasadonunez! Mil gracias! #lifestyle  #puravida #autumn,control
user0145,71ac43375261,"Como me gustaría tener el cuerpo de las chicas de Victoria Secret's.
#ana #mia #thinspo  #fat #delgada #ugly",anorexia
user0146,a6a4585b54f9,"Tengo una duda, ojalá y puedan responderme, se baja más de peso ayunando o comiendo menos de 200cals al día? Cuando como menos de 200 al día si bajo a diferencia de cuando ayuno.  #AnayMiaForEver #Thinspo #ProAna #Anorexia",anorexia
user0147,386b062ea7e9,"Hoy comí como Cerda,  ah verdad que soy una Cerda, no es algo repentino, solo lo soy y ya #fat #eatingdisorder #gorda #thinspo  #thinspiration #proana",anorexia
user0148,21430b002e74,"Estamos pensando ponerle nombre a las llamadas #pegatinasrealfooder algo más propio sin término en uso
La idea es promover hábitos saludables en niños (cole/casa) y no tan niños y dar un punto(+1) por cada día que coman  
Os dejo elegir 
¡Gracias!",control
user0149,e3fbc47f23d2,NUNCA se es demasiado flaca.,anorexia
user0150,53626d39e46b,"12 horas sin comer! ¿Donde esta mi premio? 

#PrincesitaMia
#PonganmeAtencion
#SoyUnaAdolescenteConDepresion
#OdioLaVida
#Help",anorexia
user0151,7cd4e95f87c0,Me duele todo el cuerpo de tanto vomitar. Esto de ser delgada y bonita sí cuesta,anorexia
user0152,bde29ee15c2d,"Siento esa seguridad, esa que me dice que ahora SI lo hare bien, no lo dudo.
#Ana #Mia #Thisnpiration  #StyleAna",anorexia
user0153,411ce8406b65,Comida... pero de verdad!!! #todaslasmadres  ¿¿¿Mamá???  https://www.facebook.com/404724229542278/posts/2519902691357744/ …,control
user0154,66f2b8d80e68,"Ejercicio de Pierna y glúteo  con adryvargas  

#deporte #deporteesvida #deporteysalud #coach #lifestyle #workout #vidasaludable #training #entrenamiento  #workout #visitandoando https://www.instagram.com/p/BvWtfsaAPIu/?utm_source=ig_twitter_share&igshid=1txcjhtftk68e …",control
user0155,35b0f7bb4379,deberia dejar de ponerme en pedo porque siempre termino teniendo atracones la sobriedad es la solucion a la gordura ven #atracon,anorexia
user0156,b098ddc54d50,"No recuerdo cuando fue la ultima vez que me sentí bien al comer.  Comer sin culpa.  No lo recuerdo. 

 #anorexia #bulimia #bulimic #frases",anorexia
user0157,ccf230f9a6b7,"esa gente que por más que coma no engorda, no sabéis la suerte que tenéis, yo como un poco y parezco una vaca
 #bulimicgirl #bulimia #bulimianervosa #anorexia #anorexic #TCA",anorexia
user0158,09e8a3bbe923,"Calor no te tenemos miedo . Hidratate y consumi alimentos frescos 

#eatfresh #eatfruit #laranja #nutricion #eatclean #saludable #healthy   #comerconciente https://www.instagram.com/p/Br-vIOTh2K_/?utm_source=ig_twitter_share&igshid=1392lc6t4v49p …",control
user0159,007862e79e1d,Ya extrañaba eso de no desayunar ni comer :3,anorexia
user0160,345cfcd1c307,"Perseverancia + trabajo = éxito  
•
•
•
•
•
•
•
•
#work  #gym #motivation #aseguirtrabajando #todosepuede #workout #mykindofthursday en Pilates STUDIOFit Abril de Landa… https://www.instagram.com/mafhdz20/p/BvRi94HAG5X/?utm_source=ig_twitter_share&igshid=13xhcix5o0ey2 …",control
user0161,9f089b3c6e43,"Me hice sopa e hice mucha para cuando tenga hambre solo tomaré sopa todas estás 2semanas hasta Navidad, quemando 900kcal al día#ana #mia  #anorexia #bulimia #proana #promia #ed",anorexia
user0162,69b2fc65e29e,"El tip: Hay que vomitar maximo antes de una hora despues de cada comida, si pasa la hora aunque vomites te engordas",anorexia
user0163,d480dc8f08fa,Odio tanto mi cuerpo  #miaana,anorexia
user0164,67270ee27593,Diganme que no soy la unica a la que le da vergüenza salir a la calle,anorexia
user0165,9.75E+103,"Cuando lo saludable y lo tentador se unen, dan lugar a cosas así: nuestro Pastel de #Limón #Eco & #Cúrcuma con Crema Lemon Curd. 
¡Ah, no tiene gluten ni lácteos ni levadura!
Ven a probarlo a Antik.
#AlimentaciónConsciente #ReposteríaCasera #GlutenFree  #Cuenca",control
user0166,cac83ff1fffd,"Ser  es lo de hoy
#Entrenamiento #pontefit #gym #bodybuilding #motivacion",control
